label,desc
42221,Contact with and (suspected) exposure to meningococcus
42222,Contact with and (suspected) exposure to other bacterial communicable diseases
42223,Contact with and (suspected) exposure to other viral communicable diseases
42224,Contact with and (suspected) exposure to varicella
42225,Contact with and (suspected) exposure to Zika virus
42226,Contact with and (suspected) exposure to COVID-19
42226,Contact with and (suspected) exposure to SARS-CoV-2
42227,Contact with and (suspected) exposure to other viral communicable diseases
42228,Contact with and (suspected) exposure to other communicable diseases
42229,Contact with and (suspected) exposure to unspecified communicable disease
42230,Asymptomatic human immunodeficiency virus [HIV] infection status
42230,HIV positive NOS
42231,Carrier of infectious disease
42232,Carrier of typhoid
42233,Carrier of other intestinal infectious diseases
42234,Carrier of diphtheria
42235,Carrier of other specified bacterial diseases
42236,Carrier of bacterial disease due to meningococci
42237,Carrier of bacterial disease due to staphylococci
42238,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
42238,MSSA colonization
42239,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
42239,MRSA colonization
42240,Carrier of bacterial disease due to streptococci
42241,Carrier of Group B streptococcus
42242,Carrier of other streptococcus
42243,Carrier of Acinetobacter baumannii
42244,Carrier of carbapenem-resistant Acinetobacter baumannii
42245,Carrier of carbapenem-sensitive Acinetobacter baumannii
42246,"Carrier of Acinetobacter baumannii, unspecified"
42247,Carrier of Enterobacterales
42247,Carrier of E. coli
42247,Carrier of K. pneumoniae
42248,Carrier of carbapenem-resistant Enterobacterales
42249,Carrier of other Enterobacterales
42249,Carrier of carbapenem-sensitive Enterobacterales
42249,Carrier of ESBL-producing Enterobacterales
42249,Carrier of extended-spectrum beta-lactamase producing Enterobacterales
42250,"Carrier of Enterobacterales, unspecified"
42251,Carrier of other specified bacterial diseases
42252,Carrier of infections with a predominantly sexual mode of transmission
42253,Carrier of human T-lymphotropic virus type-1 [HTLV-1] infection
42254,Latent tuberculosis
42254,Latent tuberculosis infection (LTBI)
42255,Carrier of other infectious diseases
42256,"Carrier of infectious disease, unspecified"
42257,Encounter for immunization
42258,Immunization not carried out and underimmunization status
42259,Immunization not carried out because of contraindication
42260,Immunization not carried out because of acute illness of patient
42261,Immunization not carried out because of chronic illness or condition of patient
42262,Immunization not carried out because of immune compromised state of patient
42263,Immunization not carried out because of patient allergy to vaccine or component
42264,Immunization not carried out because of other contraindication
42265,Immunization not carried out because of patient decision for reasons of belief or group pressure
42265,Immunization not carried out because of religious belief
42266,Immunization not carried out because of patient decision for other and unspecified reason
42267,Immunization not carried out because of patient decision for unspecified reason
42268,Immunization not carried out because of patient refusal
42269,Immunization not carried out because of patient decision for other reason
42270,Underimmunization status
42271,Underimmunization for COVID-19 status
42272,Unvaccinated for COVID-19
42273,Partially vaccinated for COVID-19
42274,Other underimmunization status
42274,Delinquent immunization status
42274,Lapsed immunization schedule status
42275,Immunization not carried out for other reason
42276,Immunization not carried out due to patient having had the disease
42277,Immunization not carried out because of caregiver refusal
42277,Immunization not carried out because of guardian refusal
42277,Immunization not carried out because of parent refusal
42278,Immunization not carried out due to unavailability of vaccine
42278,Delay in delivery of vaccine
42278,Lack of availability of vaccine
42278,Manufacturer delay of vaccine
42279,Immunization not carried out for other reason
42280,Immunization not carried out for unspecified reason
